food_id,food_name,meal_type,diet_type,calories_kcal,carbohydrates_g,protein_g,fat_g,fiber_g,calcium_mg,magnesium_mg,iron_mg,zinc_mg,vitamin_A,vitamin_B1,vitamin_B2,vitamin_B12,vitamin_C,vitamin_D,vitamin_E,vitamin_K,vitamin_H,food_category,seasonal,season,ingredients,region,state,source
2466,Apple - Mild,Snack,Vegan,39.94,17.69,2.46,0.92,4.26,60.58,17.95,8.75,3.48,54.47,48.94,41.24,103.51,33.35,34.92,11.31,54.99,88.41,Fruit,Yes,Winter,,India,,synthetic_catalog+variant
2467,Orange - Homestyle,Breakfast,Vegan,101.63,13.85,2.91,1.29,2.13,292.82,142.64,1.73,1.67,46.49,66.68,66.67,6.1,27.78,60.98,55.13,75.54,82.54,Fruit,Yes,Winter,,India,,synthetic_catalog+variant
2468,Orange - With Salad,Snack,Vegan,96.33,28.1,0.31,1.39,2.79,121.15,36.6,6.81,4.29,46.57,100.85,33.95,87.52,82.78,34.3,8.62,73.49,84.43,Fruit,Yes,Winter,,India,,synthetic_catalog+variant
2469,Guava - Mild,Breakfast,Vegan,60.41,27.61,0.5,0.53,1.37,204.93,7.74,16.46,5.99,73.37,12.09,47.01,101.03,29.98,55.63,116.64,70.11,55.67,Fruit,Yes,Winter,,India,,synthetic_catalog+variant
2470,Guava - No Sugar,Snack,Vegan,54.39,19.62,2.33,0.14,4.64,158.11,108.16,14.15,13.07,47.11,35.77,67.09,78.8,63.98,87.85,83.32,101.37,45.86,Fruit,Yes,Winter,,India,,synthetic_catalog+variant
2471,Grapes - Homestyle,Breakfast,Vegan,67.48,15.21,0.75,0.24,2.63,320.76,239.25,3.73,12.23,10.64,22.35,65.67,85.98,47.94,31.56,91.92,23.92,7.03,Fruit,Yes,Winter,,India,,synthetic_catalog+variant
2472,Grapes - Low Salt,Snack,Vegan,47.2,13.54,0.65,0.92,3.25,213.05,246.05,11.66,8.25,34.39,65.21,111.64,6.74,55.37,3.16,20.91,7.53,17.28,Fruit,Yes,Winter,,India,,synthetic_catalog+variant
2473,Pomegranate - Steamed,Breakfast,Vegan,54.38,8.41,1.36,0.25,1.9,245.26,59.05,3.29,3.82,18.62,24.27,41.05,24.03,1.52,24.05,3.89,26.64,72.55,Fruit,Yes,Winter,,India,,synthetic_catalog+variant
2474,Pomegranate - Steamed,Snack,Vegan,59.68,14.08,1.21,0.79,2.79,360.64,137.16,8.31,3.43,10.67,104.1,12.56,64.49,31.32,60.62,3.11,13.16,5.66,Fruit,Yes,Winter,,India,,synthetic_catalog+variant
2475,Pineapple - Homestyle,Breakfast,Vegan,97.57,19.6,1.98,1.02,4.86,92.07,142.83,16.9,1.31,59.03,3.04,51.63,95.89,93.97,57.14,57.51,9.57,80.22,Fruit,No,All,,India,,synthetic_catalog+variant
2476,Pineapple - Low Salt,Snack,Vegan,97.21,23.07,1.03,0.96,1.04,353.82,221.05,14.48,10.07,26.41,84.69,93.93,12.09,30.92,63.77,6.53,61.57,105.35,Fruit,No,All,,India,,synthetic_catalog+variant
2477,Strawberry - With Nuts,Breakfast,Vegan,73.77,10.13,1.04,1.26,3.11,284.66,97.87,14.44,8.5,44.56,64.16,0.11,82.05,105.1,71.53,6.17,74.41,76.04,Fruit,Yes,Winter,,India,,synthetic_catalog+variant
2478,Strawberry - Spicy,Snack,Vegan,75.77,8.64,0.99,0.77,2.61,143.21,135.09,12.52,3.04,82.51,35.31,53.2,17.46,77.68,39.69,76.21,16.37,13.93,Fruit,Yes,Winter,,India,,synthetic_catalog+variant
2479,Litchi - Spicy,Breakfast,Vegan,48.49,23.78,1.17,0.19,5.34,144.41,153.38,2.76,2.84,67.26,2.09,5.13,22.13,74.85,32.16,65.15,0.27,39.04,Fruit,Yes,Summer,,India,,synthetic_catalog+variant
2480,Litchi - Roasted,Snack,Vegan,43.69,8.24,0.74,0.5,4.7,121.93,240.78,3.91,6.71,19.04,2.38,73.73,9.71,33.94,5.5,8.21,23.01,89.84,Fruit,Yes,Summer,,India,,synthetic_catalog+variant
2481,Jackfruit - With Salad,Breakfast,Vegan,47.29,8.68,1.93,0.11,2.08,367.61,171.72,13.32,14.55,27.73,4.64,81.83,77.87,76.6,87.75,66.36,40.7,28.91,Fruit,Yes,Summer,,India,,synthetic_catalog+variant
2482,Jackfruit - Mild,Snack,Vegan,54.11,19.41,1.85,0.23,6.55,197.36,212.08,18.24,11.88,72.32,97.87,68.89,42.92,35.38,14.01,70.54,90.38,45.68,Fruit,Yes,Summer,,India,,synthetic_catalog+variant
2483,Chikoo (Sapota) - Steamed,Breakfast,Vegan,67.2,25.14,1.04,1.18,3.39,161.19,20.96,2.34,10.7,79.81,70.4,67.31,56.14,52.69,67.5,29.34,58.84,55.49,Fruit,Yes,Winter,,India,,synthetic_catalog+variant
2484,Chikoo (Sapota) - Spicy,Snack,Vegan,121.9,11.03,0.8,0.83,3.18,191.23,228.94,8.56,4.38,96.76,9.88,100.24,44.92,38.55,73.12,87.32,64.7,92.95,Fruit,Yes,Winter,,India,,synthetic_catalog+variant
2485,Custard Apple (Sitaphal) - High Protein,Breakfast,Vegan,86.93,18.9,2.07,0.54,5.82,80.39,132.91,14.04,4.62,40.96,95.28,72.14,104.92,48.21,72.82,81.98,61.47,5.41,Fruit,Yes,Monsoon,,India,,synthetic_catalog+variant
2486,Custard Apple (Sitaphal) - Low Oil,Snack,Vegan,81.16,25.76,1.46,0.36,2.78,268.13,213.22,7.07,15.19,64.24,42.28,78.9,67.14,32.21,54.34,14.49,87.21,84.57,Fruit,Yes,Monsoon,,India,,synthetic_catalog+variant
2487,Peach - Homestyle,Breakfast,Vegan,102.6,9.57,0.94,1.03,6.14,148.52,113.61,5.45,8.79,1.07,53.78,41.05,19.36,27.02,27.69,69.94,3.65,74.13,Fruit,Yes,Summer,,India,,synthetic_catalog+variant
2488,Peach - Low Salt,Snack,Vegan,50.44,17.17,0.98,0.4,1.37,75.65,86.28,4.08,2.63,43.38,56.12,20.39,37.67,50.84,40.95,103.24,20.27,53.07,Fruit,Yes,Summer,,India,,synthetic_catalog+variant
2489,Pear - Grilled,Breakfast,Vegan,68.73,24.16,1.6,0.39,5.18,62.22,105.15,8.31,10.76,37.98,102.45,51.4,76.12,66.95,15.22,32.08,15.77,33.09,Fruit,Yes,Winter,,India,,synthetic_catalog+variant
2490,Pear - No Sugar,Snack,Vegan,94.6,12.9,0.35,0.48,3.15,17.96,148.02,0.44,0.26,71.08,68.11,12.43,73.63,109.12,43.55,73.13,49.05,81.72,Fruit,Yes,Winter,,India,,synthetic_catalog+variant
2491,Kiwi - Low Oil,Breakfast,Vegan,89.47,24.71,1.72,0.61,1.09,139.25,63.11,11.0,10.97,22.66,17.09,99.38,42.43,8.43,31.38,56.98,32.41,87.31,Fruit,Yes,Winter,,India,,synthetic_catalog+variant
2492,Kiwi - With Salad,Snack,Vegan,48.88,22.21,2.08,0.53,5.57,56.13,87.92,5.88,3.53,49.64,79.28,51.02,60.66,58.18,66.34,47.09,15.47,35.88,Fruit,Yes,Winter,,India,,synthetic_catalog+variant
2493,Plum - Low Oil,Breakfast,Vegan,107.83,20.99,0.81,0.29,1.23,252.1,84.52,12.28,11.38,43.97,80.41,46.85,14.07,43.11,11.31,1.41,51.38,66.13,Fruit,Yes,Summer,,India,,synthetic_catalog+variant
2494,Plum - Roasted,Snack,Vegan,123.96,11.23,2.12,0.78,6.42,36.23,184.71,16.37,4.7,47.11,20.89,66.19,57.74,80.19,22.13,21.79,111.17,73.9,Fruit,Yes,Summer,,India,,synthetic_catalog+variant
2495,Coconut - Homestyle,Breakfast,Vegan,115.23,8.45,0.89,0.49,4.6,44.62,18.01,2.66,6.9,98.34,46.01,79.54,89.79,50.51,92.33,31.52,9.67,102.31,Fruit,No,All,,India,,synthetic_catalog+variant
2496,Coconut - Low Salt,Snack,Vegan,62.13,22.09,1.92,0.2,5.95,25.08,28.82,1.7,5.7,64.28,26.93,68.52,86.18,41.78,82.27,63.26,14.41,70.64,Fruit,No,All,,India,,synthetic_catalog+variant
2497,Amla (Indian Gooseberry) - Steamed,Breakfast,Vegan,102.42,12.34,1.84,0.23,2.27,211.68,156.87,5.19,11.85,28.19,13.65,23.36,43.99,86.87,74.5,31.33,56.15,13.08,Fruit,Yes,Winter,,India,,synthetic_catalog+variant
2498,Amla (Indian Gooseberry) - Grilled,Snack,Vegan,116.06,15.87,0.5,0.79,4.77,352.76,149.34,4.68,16.63,76.29,68.42,65.3,52.38,67.58,83.48,42.76,37.37,6.65,Fruit,Yes,Winter,,India,,synthetic_catalog+variant
2499,Jamun - Air-Fried,Breakfast,Vegan,116.42,13.02,1.19,0.77,3.55,334.47,149.93,1.58,3.95,13.25,90.13,21.36,53.57,78.0,15.15,28.0,43.69,51.21,Fruit,Yes,Summer,,India,,synthetic_catalog+variant
2500,Jamun - Grilled,Snack,Vegan,128.07,25.09,2.18,0.88,2.0,134.38,231.95,7.58,0.42,11.96,24.22,80.1,11.44,4.65,80.56,35.24,3.43,22.55,Fruit,Yes,Summer,,India,,synthetic_catalog+variant
2501,Fig (Anjeer) - Low Oil,Breakfast,Vegan,85.35,16.96,0.95,0.77,3.45,208.68,218.43,13.93,6.9,45.14,71.45,75.83,108.98,38.62,29.01,14.56,55.65,31.2,Fruit,Yes,Summer,,India,,synthetic_catalog+variant
2502,Fig (Anjeer) - Roasted,Snack,Vegan,56.74,12.75,1.4,1.09,4.77,69.15,141.74,7.23,9.88,47.48,21.22,47.12,47.75,12.3,55.01,43.16,55.59,34.71,Fruit,Yes,Summer,,India,,synthetic_catalog+variant
2503,Dragon Fruit - Low Salt,Breakfast,Vegan,48.6,11.74,2.36,1.01,4.9,312.13,145.85,2.68,5.84,50.02,17.04,18.45,7.96,50.51,25.61,16.79,58.83,38.84,Fruit,No,All,,India,,synthetic_catalog+variant
2504,Dragon Fruit - High Protein,Snack,Vegan,124.58,9.98,1.01,0.41,5.66,344.35,126.62,13.55,0.57,46.2,14.98,104.4,71.27,60.45,54.52,98.44,70.82,91.26,Fruit,No,All,,India,,synthetic_catalog+variant
2505,Almonds (30g) - High Protein,Breakfast,Vegan,190.9,3.09,4.01,18.11,3.05,263.65,32.44,4.92,7.17,9.13,104.6,12.01,75.91,105.93,44.01,19.86,33.07,22.14,Nut,No,All,,India,,synthetic_catalog+variant
2506,Almonds (30g) - High Protein,Snack,Vegan,194.79,8.04,6.43,14.16,2.75,155.78,191.19,8.36,3.3,92.16,68.08,4.51,64.42,91.01,96.73,46.87,56.6,12.67,Nut,No,All,,India,,synthetic_catalog+variant
2507,Cashews (30g) - Homestyle,Breakfast,Vegan,154.34,3.39,7.53,17.2,3.31,100.06,210.38,10.95,5.25,124.05,5.18,41.46,79.37,6.85,36.82,57.27,54.06,23.43,Nut,No,All,,India,,synthetic_catalog+variant
2508,Cashews (30g) - High Protein,Snack,Vegan,220.73,9.18,4.35,10.25,3.08,39.02,180.18,2.19,5.24,111.64,91.18,18.81,30.03,113.45,64.62,47.59,50.2,31.53,Nut,No,All,,India,,synthetic_catalog+variant
2509,Walnuts (30g) - Grilled,Breakfast,Vegan,222.75,8.34,6.6,13.91,5.2,320.86,157.57,0.23,2.79,79.5,47.64,23.97,19.93,12.58,64.1,8.96,15.24,14.81,Nut,No,All,,India,,synthetic_catalog+variant
2510,Walnuts (30g) - Spicy,Snack,Vegan,224.5,10.69,5.33,14.51,2.42,387.6,250.47,5.11,10.19,26.72,10.93,46.66,76.66,3.5,110.87,106.22,83.8,37.83,Nut,No,All,,India,,synthetic_catalog+variant
2511,Pistachios (30g) - Air-Fried,Breakfast,Vegan,188.65,5.87,7.66,13.2,3.32,345.11,143.99,15.39,3.89,67.95,29.36,24.22,89.22,75.07,44.9,103.41,77.75,71.89,Nut,No,All,,India,,synthetic_catalog+variant
2512,Pistachios (30g) - With Seeds,Snack,Vegan,160.15,4.7,7.71,13.08,3.87,97.12,84.93,12.02,9.66,28.05,88.84,23.4,29.74,1.95,11.66,35.42,90.28,2.67,Nut,No,All,,India,,synthetic_catalog+variant
2513,Peanuts (30g) - Grilled,Breakfast,Vegan,198.11,5.75,7.82,19.55,3.93,225.9,82.21,15.09,12.99,68.2,86.67,4.33,73.62,25.05,67.71,30.97,54.67,23.84,Nut,No,All,,India,,synthetic_catalog+variant
2514,Peanuts (30g) - Low Salt,Snack,Vegan,185.68,5.29,8.18,13.45,2.41,275.13,29.71,8.73,16.59,26.1,85.57,81.81,36.49,64.43,13.53,54.89,39.42,75.41,Nut,No,All,,India,,synthetic_catalog+variant
2515,Hazelnuts (30g) - High Protein,Breakfast,Vegan,144.22,6.34,6.98,16.78,2.01,281.56,103.75,17.5,3.65,17.61,69.88,10.95,31.48,98.34,80.88,80.29,14.43,59.53,Nut,No,All,,India,,synthetic_catalog+variant
2516,Hazelnuts (30g) - No Sugar,Snack,Vegan,217.7,9.2,6.93,15.11,3.64,56.93,122.71,12.72,6.74,78.15,41.87,21.55,35.67,38.04,45.28,23.65,22.76,82.37,Nut,No,All,,India,,synthetic_catalog+variant
2517,Brazil Nuts (30g) - Air-Fried,Breakfast,Vegan,172.6,4.94,6.48,15.14,2.81,113.61,138.59,3.16,5.47,31.87,66.27,96.73,54.21,31.47,28.21,8.62,45.78,16.88,Nut,No,All,,India,,synthetic_catalog+variant
2518,Brazil Nuts (30g) - With Salad,Snack,Vegan,195.22,9.62,5.75,19.15,3.7,337.17,63.66,2.6,11.7,55.88,16.32,106.8,81.03,8.16,34.03,61.07,65.85,15.64,Nut,No,All,,India,,synthetic_catalog+variant
2519,Macadamia (30g) - No Sugar,Breakfast,Vegan,230.04,8.99,7.86,16.1,3.1,107.2,78.09,14.17,14.92,14.94,44.77,50.61,85.49,4.42,76.99,7.05,108.32,27.65,Nut,No,All,,India,,synthetic_catalog+variant
2520,Macadamia (30g) - Low Salt,Snack,Vegan,178.96,3.82,4.86,15.7,4.63,44.79,7.65,7.17,1.9,19.66,69.2,70.72,38.23,91.8,31.33,2.21,12.29,18.39,Nut,No,All,,India,,synthetic_catalog+variant
2521,Chia Seeds (30g) - Mild,Breakfast,Vegan,223.15,11.15,7.38,11.03,8.52,137.12,269.83,2.08,5.5,18.39,20.28,82.49,14.12,34.05,42.07,47.55,67.97,33.16,Seed,No,All,,India,,synthetic_catalog+variant
2522,Chia Seeds (30g) - Roasted,Snack,Vegan,142.76,9.01,5.61,11.36,3.77,254.11,56.09,5.03,1.89,72.65,4.4,9.7,43.21,70.87,54.8,40.35,43.35,102.0,Seed,No,All,,India,,synthetic_catalog+variant
2523,Flax Seeds (30g) - Steamed,Breakfast,Vegan,147.17,10.94,5.77,13.41,10.11,22.85,63.16,13.85,8.78,51.77,48.97,27.68,15.32,70.95,10.56,119.1,76.63,31.85,Seed,No,All,,India,,synthetic_catalog+variant
2524,Flax Seeds (30g) - Mild,Snack,Vegan,140.8,5.83,5.45,10.84,6.53,86.06,32.77,3.81,13.26,56.56,49.65,20.8,69.64,14.06,106.73,53.81,12.92,53.76,Seed,No,All,,India,,synthetic_catalog+variant
2525,Pumpkin Seeds (30g) - With Nuts,Breakfast,Vegan,178.76,2.98,8.83,9.47,2.86,152.86,258.83,6.8,4.56,60.0,101.69,64.18,72.35,100.81,48.61,26.22,55.26,26.95,Seed,No,All,,India,,synthetic_catalog+variant
2526,Pumpkin Seeds (30g) - With Salad,Snack,Vegan,166.29,13.62,5.78,15.66,8.3,228.73,103.51,11.6,14.36,90.61,30.57,63.58,21.58,68.69,48.59,78.58,48.55,46.29,Seed,No,All,,India,,synthetic_catalog+variant
2527,Sunflower Seeds (30g) - With Seeds,Breakfast,Vegan,199.12,4.87,7.53,9.37,8.06,128.73,26.93,8.49,1.7,79.05,40.67,8.88,5.89,83.62,59.2,66.38,15.19,45.76,Seed,No,All,,India,,synthetic_catalog+variant
2528,Sunflower Seeds (30g) - Spicy,Snack,Vegan,199.89,10.46,5.76,11.93,5.5,124.06,177.57,10.31,8.72,115.38,53.67,12.06,14.77,16.86,36.53,45.82,93.95,73.09,Seed,No,All,,India,,synthetic_catalog+variant
2529,Sesame Seeds (30g) - Low Salt,Breakfast,Vegan,191.32,8.34,9.52,16.71,7.56,180.89,104.98,1.99,4.18,5.63,70.11,38.5,73.9,57.91,85.4,26.48,55.9,71.33,Seed,No,All,,India,,synthetic_catalog+variant
2530,Sesame Seeds (30g) - Steamed,Snack,Vegan,233.82,10.9,7.05,16.58,4.9,318.81,21.97,5.3,8.07,50.42,83.98,104.99,23.98,90.73,73.82,3.9,56.49,49.94,Seed,No,All,,India,,synthetic_catalog+variant
2531,Watermelon Seeds (30g) - Grilled,Breakfast,Vegan,169.14,4.45,9.0,15.44,5.15,351.63,229.58,3.33,4.75,78.43,10.11,69.01,46.53,76.03,99.71,27.7,76.42,24.79,Seed,No,All,,India,,synthetic_catalog+variant
2532,Watermelon Seeds (30g) - No Sugar,Snack,Vegan,151.59,6.89,7.33,10.0,5.4,52.33,51.55,7.77,7.06,20.8,5.71,15.15,60.62,75.62,1.43,39.9,52.04,26.57,Seed,No,All,,India,,synthetic_catalog+variant
2533,Poppy Seeds (30g) - High Protein,Breakfast,Vegan,209.32,8.29,7.7,8.77,6.62,195.25,179.02,4.74,4.33,83.49,0.18,46.67,4.91,19.5,19.91,25.8,10.03,42.21,Seed,No,All,,India,,synthetic_catalog+variant
2534,Poppy Seeds (30g) - Grilled,Snack,Vegan,196.62,6.61,8.04,13.73,10.25,42.06,215.37,6.46,0.87,57.23,13.13,108.64,49.4,40.05,10.33,50.35,70.03,19.6,Seed,No,All,,India,,synthetic_catalog+variant
2535,Raisins (30g) - With Salad,Breakfast,Vegan,126.3,38.5,1.55,1.73,7.42,255.41,210.83,16.43,3.81,2.74,32.24,54.38,60.5,13.82,67.3,1.91,67.5,95.99,Dry Fruit,No,All,,India,,synthetic_catalog+variant
2536,Raisins (30g) - Roasted,Snack,Vegan,178.36,45.92,4.01,1.29,8.24,131.51,138.69,7.78,12.86,76.41,54.19,23.83,16.84,69.09,18.46,80.88,58.87,36.41,Dry Fruit,No,All,,India,,synthetic_catalog+variant
2537,Dates (30g) - Spicy,Breakfast,Vegan,180.78,42.52,1.06,2.22,2.18,86.91,112.16,13.16,14.53,21.23,5.53,80.96,71.6,23.28,14.64,16.3,60.92,6.05,Dry Fruit,No,All,,India,,synthetic_catalog+variant
2538,Dates (30g) - With Seeds,Snack,Vegan,157.55,17.68,1.23,2.22,4.71,285.19,96.07,4.72,11.45,32.44,63.46,34.79,13.17,86.06,11.4,26.83,65.69,17.19,Dry Fruit,No,All,,India,,synthetic_catalog+variant
2539,Dried Figs (Anjeer) (30g) - With Salad,Breakfast,Vegan,129.31,25.87,1.07,0.39,4.13,70.95,120.99,6.55,12.49,2.72,13.76,54.76,84.05,57.24,24.03,70.23,53.9,50.06,Dry Fruit,No,All,,India,,synthetic_catalog+variant
2540,Dried Figs (Anjeer) (30g) - Classic,Snack,Vegan,155.16,25.57,3.41,0.73,5.19,138.75,111.71,10.72,15.5,22.43,66.08,15.06,100.38,85.71,73.78,72.74,1.42,76.37,Dry Fruit,No,All,,India,,synthetic_catalog+variant
2541,Dried Apricots (30g) - Low Oil,Breakfast,Vegan,105.22,15.84,2.03,1.18,6.62,141.51,191.88,11.85,5.73,93.66,38.7,18.1,58.71,69.69,60.87,44.91,5.96,97.65,Dry Fruit,No,All,,India,,synthetic_catalog+variant
2542,Dried Apricots (30g) - Low Salt,Snack,Vegan,194.77,39.76,3.43,2.01,6.29,207.45,147.27,10.84,6.35,41.84,35.64,63.82,100.43,29.21,73.94,44.15,85.28,63.01,Dry Fruit,No,All,,India,,synthetic_catalog+variant
2543,Prunes (30g) - High Protein,Breakfast,Vegan,208.97,18.36,2.87,0.72,5.82,12.19,136.58,0.33,7.92,66.74,75.12,36.2,34.23,63.52,61.24,91.11,89.79,23.42,Dry Fruit,No,All,,India,,synthetic_catalog+variant
2544,Prunes (30g) - With Nuts,Snack,Vegan,118.47,31.15,4.03,1.32,6.82,70.42,123.82,17.49,2.19,75.27,13.01,31.01,71.24,82.21,3.92,52.65,8.52,21.66,Dry Fruit,No,All,,India,,synthetic_catalog+variant
2545,Dried Cranberries (30g) - Spicy,Breakfast,Vegan,139.71,25.28,3.93,1.24,2.75,262.76,11.5,16.36,4.65,5.16,53.12,19.87,40.1,48.48,27.43,61.74,92.8,9.26,Dry Fruit,No,All,,India,,synthetic_catalog+variant
2546,Dried Cranberries (30g) - With Nuts,Snack,Vegan,180.86,38.69,3.06,0.96,5.9,385.27,82.16,3.49,12.07,88.22,65.45,93.81,92.49,92.19,92.35,111.62,61.89,119.49,Dry Fruit,No,All,,India,,synthetic_catalog+variant
2547,Dried Coconut (30g) - Steamed,Breakfast,Vegan,166.16,21.06,3.53,0.24,7.63,158.62,66.97,8.86,10.61,28.52,29.91,69.52,0.41,52.48,4.46,3.72,5.22,73.86,Dry Fruit,No,All,,India,,synthetic_catalog+variant
2548,Dried Coconut (30g) - With Salad,Snack,Vegan,96.25,26.35,3.31,1.95,9.02,248.92,99.44,9.29,4.07,8.14,58.31,74.06,72.05,65.43,59.88,30.78,88.72,61.0,Dry Fruit,No,All,,India,,synthetic_catalog+variant
2549,Oats Porridge - Air-Fried,Breakfast,Veg,287.17,32.3,5.12,11.61,3.0,297.0,91.95,2.47,2.82,16.08,37.7,68.93,67.32,6.21,68.19,71.1,50.63,28.66,Prepared Dish,No,All,,,,foods_dataset_final+variant
2550,Fruit Salad - Air-Fried,Breakfast,Vegan,111.25,5.6,5.8,6.48,12.08,19.19,118.35,1.45,2.01,18.38,25.9,29.14,71.56,0.95,38.93,21.6,59.05,19.24,Prepared Dish,No,All,,,,foods_dataset_final+variant
2551,Egg Omelette - Low Salt,Dinner,Non-Veg,228.5,40.19,9.68,2.05,11.41,305.74,25.62,8.06,0.61,63.81,77.71,59.55,54.83,56.02,69.56,41.89,42.54,39.08,Prepared Dish,No,All,,,,foods_dataset_final+variant
2552,Grilled Chicken - With Seeds,Lunch,Non-Veg,339.12,14.69,35.61,19.36,4.67,120.01,99.28,8.49,0.68,57.39,11.85,46.83,40.12,22.68,28.23,7.18,43.85,41.78,Prepared Dish,No,All,,,,foods_dataset_final+variant
2553,Paneer Curry - Grilled,Dinner,Veg,477.57,25.85,27.05,22.78,2.15,180.15,54.89,6.7,2.0,42.01,88.61,73.42,41.84,80.34,38.52,36.96,76.41,1.37,Prepared Dish,No,All,,,,foods_dataset_final+variant
2554,Vegetable Khichdi - With Nuts,Dinner,Veg,106.27,0.0,12.16,8.04,5.25,125.14,54.95,0.85,1.09,72.58,35.6,37.35,50.42,48.85,65.22,64.05,1.64,44.95,Prepared Dish,No,All,,,,foods_dataset_final+variant
2555,Idli - Roasted,Breakfast,Veg,167.89,22.25,17.44,1.7,8.13,299.4,52.27,2.69,4.82,8.83,52.58,44.74,16.94,48.56,91.36,42.4,73.59,28.23,Prepared Dish,No,All,,,,foods_dataset_final+variant
2556,Dosa - With Seeds,Breakfast,Veg,146.99,19.96,2.84,7.13,7.57,274.44,90.18,4.46,3.34,46.62,16.63,42.45,52.46,84.68,27.13,5.02,90.34,22.39,Prepared Dish,No,All,,,,foods_dataset_final+variant
2557,Curd Rice - Spicy,Lunch,Veg,373.73,31.73,17.95,12.74,13.33,206.35,83.6,5.35,0.84,30.9,19.44,44.77,50.95,47.39,89.85,69.73,60.66,93.65,Prepared Dish,No,All,,,,foods_dataset_final+variant
2558,Vegetable Biryani - Homestyle,Lunch,Veg,476.19,46.38,20.86,15.69,11.34,325.87,18.52,7.89,0.79,15.96,51.26,31.59,89.65,78.57,61.24,55.37,74.42,51.85,Prepared Dish,No,All,,,,foods_dataset_final+variant
2559,Rice and Dal - With Seeds,Lunch,Veg,362.02,66.94,7.07,14.17,5.51,225.32,27.52,0.89,0.55,67.77,14.74,89.56,96.29,54.47,36.48,49.54,50.8,39.42,Prepared Dish,No,All,,,,foods_dataset_final+variant
2560,Fish Curry - Classic,Dinner,Non-Veg,215.79,5.36,30.56,9.38,17.15,173.2,76.44,3.03,4.88,2.33,26.57,50.25,36.67,25.69,68.53,19.15,42.3,58.94,Prepared Dish,No,All,,,,foods_dataset_final+variant
2561,Vegetable Soup - Low Oil,Dinner,Veg,244.72,26.08,8.25,5.18,7.01,298.85,77.78,7.04,1.98,81.23,25.8,99.72,85.37,55.06,90.71,53.29,68.21,73.5,Prepared Dish,No,All,,,,foods_dataset_final+variant
2562,Chapati with Curry - With Salad,Lunch,Veg,384.33,64.11,10.48,11.98,1.89,20.46,78.41,3.1,1.99,2.3,27.8,25.3,75.75,60.5,10.94,3.97,65.11,30.9,Prepared Dish,No,All,,,,foods_dataset_final+variant
2563,Vegetable Upma - Air-Fried,Breakfast,Veg,113.18,0.0,18.16,5.82,8.61,268.13,18.23,4.82,0.85,47.19,83.64,49.87,23.41,46.63,24.91,73.74,21.99,12.98,Prepared Dish,No,All,,,,foods_dataset_final+variant
2564,Balu shahi - High Protein,Snack,Veg,280.61,35.01,12.86,10.52,1.76,66.17,189.32,3.98,9.52,32.27,81.81,116.39,87.27,31.74,18.33,57.33,64.68,15.3,Indian Dish,No,All,"Maida flour, yogurt, oil, sugar",East,West Bengal,indian_food+variant
2565,Boondi - With Salad,Snack,Veg,225.54,19.26,11.48,8.46,8.61,36.5,185.93,11.15,9.37,36.02,85.1,112.3,89.47,112.36,67.82,30.41,73.43,21.28,Indian Dish,No,All,"Gram flour, ghee, sugar",West,Rajasthan,indian_food+variant
2566,Gajar ka halwa - Spicy,Snack,Veg,288.95,10.5,9.69,18.73,9.17,32.49,19.84,7.57,11.81,91.06,21.4,44.22,45.96,61.18,29.65,78.36,54.6,35.25,Indian Dish,No,All,"Carrots, milk, sugar, ghee, cashews, raisins",North,Punjab,indian_food+variant
2567,Ghevar - Low Salt,Snack,Veg,139.89,0.0,18.41,14.05,5.84,204.31,209.76,6.18,11.8,106.59,60.59,31.86,55.06,41.27,42.87,1.78,7.22,46.98,Indian Dish,No,All,"Flour, ghee, kewra, milk, clarified butter, sugar, almonds, pistachio, saffron, green cardamom",West,Rajasthan,indian_food+variant
2568,Gulab jamun - Classic,Snack,Veg,302.62,54.27,5.45,15.27,1.73,121.88,208.42,14.37,9.51,7.89,26.84,74.34,19.74,20.48,46.69,108.94,94.81,13.16,Indian Dish,No,All,"Milk powder, plain flour, baking powder, ghee, milk, sugar, water, rose water",East,West Bengal,indian_food+variant
2569,Imarti - Air-Fried,Snack,Veg,139.59,12.01,11.8,6.07,6.47,315.48,149.79,5.29,8.32,51.0,6.02,55.69,49.29,11.78,79.49,24.14,5.96,96.07,Indian Dish,No,All,"Sugar syrup, lentil flour",East,West Bengal,indian_food+variant
2570,Jalebi - Classic,Snack,Veg,337.79,69.25,3.4,12.14,0.86,243.78,115.51,1.42,7.98,73.6,94.48,18.15,77.34,34.62,10.36,12.09,41.9,76.71,Indian Dish,No,All,"Maida, corn flour, baking soda, vinegar, curd, water, turmeric, saffron, cardamom",North,Uttar Pradesh,indian_food+variant
2571,Kaju katli - Air-Fried,Snack,Veg,319.53,39.41,7.98,15.54,6.27,185.57,141.64,3.83,9.91,52.9,72.34,100.72,34.36,78.41,27.96,111.72,64.79,79.06,Indian Dish,No,All,"Cashews, ghee, cardamom, sugar",-1,-1,indian_food+variant
2572,Kalakand - With Curd,Snack,Veg,148.53,0.0,11.85,15.81,2.28,192.41,91.03,3.27,4.82,21.57,25.66,74.17,24.96,57.87,13.72,35.66,114.44,77.62,Indian Dish,No,All,"Milk, cottage cheese, sugar",East,West Bengal,indian_food+variant
