food_id,food_name,meal_type,diet_type,calories_kcal,carbohydrates_g,protein_g,fat_g,fiber_g,calcium_mg,magnesium_mg,iron_mg,zinc_mg,vitamin_A,vitamin_B1,vitamin_B2,vitamin_B12,vitamin_C,vitamin_D,vitamin_E,vitamin_K,vitamin_H
306,Vegetable Soup,Dinner,Veg,239,7.51,26.66,11.37,4.31,137.13,59.54,3.08,2.2,27.12,80.71,47.81,6.9,75.96,12.56,29.62,30.67,80.12
307,Chapati with Curry,Lunch,Veg,296,11.16,19.48,19.27,11.85,236.24,22.71,7.87,1.34,40.14,82.58,18.7,63.65,67.67,55.64,73.36,65.69,24.23
308,Fish Curry,Dinner,Non-Veg,333,33.01,25.87,10.83,7.69,212.38,101.23,0.6,2.21,67.04,3.38,61.32,22.23,65.72,41.19,79.05,27.71,69.32
309,Vegetable Khichdi,Dinner,Veg,130,0.0,8.53,23.74,2.34,162.23,29.64,3.17,3.08,79.86,27.88,6.06,61.63,78.98,13.4,54.34,17.62,8.91
310,Idli,Breakfast,Veg,168,0.0,3.27,20.01,14.0,203.28,12.06,3.45,3.12,78.86,33.48,10.15,50.13,69.3,70.81,28.3,83.61,5.59
311,Vegetable Khichdi,Dinner,Veg,292,0.0,32.95,24.43,14.11,144.36,83.14,6.68,1.43,28.88,22.58,2.26,44.49,9.51,84.17,45.06,35.94,19.97
312,Egg Omelette,Dinner,Non-Veg,250,27.4,23.81,5.02,8.87,177.03,106.89,6.07,3.41,11.04,65.86,67.34,74.29,0.48,4.84,22.51,47.63,48.26
313,Paneer Curry,Dinner,Veg,229,2.21,10.87,19.63,4.04,82.34,49.91,7.28,4.48,63.13,85.89,6.66,13.48,1.34,0.98,78.02,46.75,84.59
314,Grilled Chicken,Lunch,Non-Veg,108,0.0,34.26,23.55,6.26,131.07,28.35,7.34,1.56,59.08,59.0,84.46,48.55,43.31,72.96,66.72,58.18,19.74
315,Vegetable Khichdi,Dinner,Veg,303,48.67,4.74,9.93,3.86,312.28,115.23,3.19,2.55,44.89,27.38,58.4,75.28,3.19,32.35,86.59,3.32,84.01
316,Idli,Breakfast,Veg,434,40.01,15.82,23.41,3.25,120.42,57.43,3.99,3.52,47.94,42.14,89.47,50.67,64.36,69.76,9.31,41.66,51.52
317,Vegetable Khichdi,Dinner,Veg,340,31.36,17.95,15.86,5.13,49.17,63.99,6.53,3.0,38.82,15.1,1.58,9.73,3.9,1.85,78.11,47.88,21.86
318,Vegetable Soup,Dinner,Veg,328,54.11,9.08,8.36,9.56,322.28,27.75,5.98,3.91,87.99,24.55,69.58,41.01,52.53,63.81,54.19,22.33,51.08
319,Rice and Dal,Lunch,Veg,332,15.22,12.61,24.52,8.28,63.16,92.25,3.15,4.86,54.73,17.09,60.47,76.86,10.65,79.57,50.63,4.39,15.92
320,Vegetable Khichdi,Dinner,Veg,371,44.18,5.51,19.14,1.38,282.26,59.07,5.03,1.28,55.35,2.95,82.26,80.04,45.26,66.96,38.66,20.73,40.4
321,Vegetable Khichdi,Dinner,Veg,131,14.85,7.21,4.75,7.76,245.25,82.62,1.53,2.48,62.4,71.61,81.41,48.22,68.48,87.83,26.62,17.62,72.11
322,Vegetable Upma,Breakfast,Veg,365,63.99,3.03,10.77,5.69,197.65,38.82,5.05,1.19,4.11,38.79,37.61,26.11,59.77,35.12,31.85,2.18,72.49
323,Vegetable Khichdi,Dinner,Veg,337,20.17,26.73,16.6,5.64,70.4,20.9,4.57,0.85,40.84,54.03,59.76,29.06,27.37,29.93,30.37,77.26,25.4
324,Egg Omelette,Dinner,Non-Veg,320,36.76,27.51,6.99,2.48,331.07,55.66,5.95,4.63,28.82,73.45,52.58,36.7,49.69,38.93,30.85,19.88,81.51
325,Chapati with Curry,Lunch,Veg,243,0.0,33.15,16.12,8.5,105.32,48.09,2.23,0.52,42.45,36.06,32.66,30.21,84.67,41.18,65.84,77.64,40.03
326,Fruit Salad,Breakfast,Veg,316,24.52,6.44,21.35,7.85,242.88,98.54,1.52,4.33,7.65,57.54,11.52,0.59,31.69,87.06,59.15,75.42,8.77
327,Fish Curry,Dinner,Non-Veg,303,11.95,33.85,13.31,12.79,246.2,20.19,4.4,1.05,1.2,62.79,0.66,35.07,85.18,85.71,63.54,4.01,18.49
328,Chapati with Curry,Lunch,Veg,155,0.0,29.22,17.99,3.37,346.8,84.26,4.98,3.22,47.33,61.65,10.62,61.17,81.87,67.39,13.38,36.67,39.01
329,Curd Rice,Lunch,Veg,174,26.91,12.83,1.67,4.55,277.94,32.06,6.45,4.35,31.93,77.13,19.4,26.28,74.47,77.34,88.36,1.31,56.47
330,Vegetable Khichdi,Dinner,Veg,290,34.34,19.06,8.49,7.15,270.44,59.57,2.71,3.48,12.81,44.52,19.37,74.91,49.73,63.81,82.2,61.1,34.89
331,Curd Rice,Lunch,Veg,395,25.06,23.56,22.28,14.07,296.96,29.52,5.26,2.89,8.13,27.17,18.04,65.07,32.78,13.8,74.01,28.5,10.33
332,Vegetable Upma,Breakfast,Veg,184,0.0,14.8,17.93,12.28,147.91,43.42,7.02,4.49,12.95,55.14,19.69,80.82,67.55,76.87,57.47,9.67,16.16
333,Dosa,Breakfast,Veg,237,0.0,9.97,24.55,4.34,334.87,110.15,6.13,0.87,25.65,23.08,35.79,28.25,34.47,49.59,3.37,54.72,55.2
334,Vegetable Biryani,Lunch,Veg,373,51.98,11.64,13.17,12.34,71.43,42.78,2.29,2.5,15.82,65.34,21.94,67.19,56.39,62.64,43.88,87.44,26.73
335,Paneer Curry,Dinner,Veg,199,20.98,5.95,10.14,9.49,318.57,27.34,3.5,1.3,45.84,69.23,6.33,33.24,77.65,32.43,40.17,16.36,57.54
336,Vegetable Upma,Breakfast,Veg,444,76.3,20.77,6.19,13.67,231.99,95.38,1.42,2.22,67.57,44.41,66.15,23.14,47.66,56.05,39.78,36.42,71.66
337,Rice and Dal,Lunch,Veg,449,71.88,2.23,16.95,14.72,217.76,25.92,3.8,2.63,12.15,46.77,12.76,52.61,17.2,4.92,36.06,43.47,69.59
338,Dosa,Breakfast,Veg,443,56.76,23.12,13.72,13.77,241.96,82.34,0.54,0.48,50.45,10.98,87.21,6.22,66.37,80.68,55.23,48.06,23.45
339,Fruit Salad,Breakfast,Veg,100,4.59,9.03,5.06,5.79,341.37,116.25,3.5,4.86,78.45,35.53,13.91,7.99,64.33,1.96,31.56,36.39,14.42
340,Vegetable Biryani,Lunch,Veg,385,52.76,15.59,12.4,6.3,137.99,47.04,6.53,0.81,38.76,35.42,79.07,48.3,10.22,60.96,2.38,28.28,39.42
341,Chapati with Curry,Lunch,Veg,186,4.84,17.31,10.82,5.15,67.04,75.94,6.72,4.02,14.73,84.75,88.18,1.03,38.74,60.3,49.89,67.42,42.68
342,Egg Omelette,Dinner,Non-Veg,151,0.0,26.89,17.06,3.16,130.53,109.71,2.41,1.73,61.94,12.27,67.07,50.21,3.74,65.34,54.62,45.84,10.06
343,Vegetable Biryani,Lunch,Veg,89,0.0,31.71,5.95,9.54,252.68,67.23,1.02,2.73,74.73,89.86,81.9,8.09,34.02,28.8,63.56,30.38,42.77
344,Fruit Salad,Breakfast,Veg,179,0.0,4.18,19.19,12.36,125.46,70.14,0.83,1.05,63.02,73.96,18.35,38.91,2.41,51.01,1.39,60.53,84.0
345,Vegetable Upma,Breakfast,Veg,163,0.0,16.1,11.18,5.11,154.65,20.58,3.02,2.53,2.41,52.63,45.46,44.44,1.81,8.61,20.85,14.21,74.32
346,Fish Curry,Dinner,Non-Veg,380,36.28,14.93,19.46,14.91,274.2,63.75,3.13,0.54,58.15,37.29,84.31,6.54,19.02,59.65,29.09,4.79,48.65
347,Rice and Dal,Lunch,Veg,206,11.26,18.26,9.77,4.37,95.24,20.76,7.11,1.91,27.22,57.35,0.65,74.32,21.8,74.45,38.76,58.14,7.01
348,Vegetable Soup,Dinner,Veg,257,16.57,21.51,11.63,8.64,208.07,14.98,1.62,3.18,79.24,77.81,64.49,71.23,81.91,3.2,67.06,26.07,17.54
349,Curd Rice,Lunch,Veg,143,11.61,17.3,3.04,2.9,114.29,87.67,7.25,4.95,20.66,62.07,63.23,84.26,61.55,10.97,2.61,22.48,56.34
350,Fruit Salad,Breakfast,Veg,92,0.0,31.12,18.96,13.6,267.74,18.83,3.04,4.42,36.34,79.2,43.35,8.71,46.88,15.35,84.28,13.81,76.78
351,Idli,Breakfast,Veg,188,0.0,8.31,17.94,14.1,344.47,39.72,7.92,3.16,79.01,60.52,53.6,30.9,15.27,40.95,22.11,44.09,62.81
352,Fruit Salad,Breakfast,Veg,366,76.53,5.05,4.41,9.7,183.7,41.94,6.73,2.23,52.98,24.52,60.59,0.41,11.22,39.29,57.64,77.84,78.87
353,Idli,Breakfast,Veg,359,75.97,6.72,3.14,14.48,313.81,72.64,3.46,0.42,35.7,28.6,53.74,85.28,65.66,64.54,55.75,11.62,89.64
354,Vegetable Khichdi,Dinner,Veg,129,0.0,9.83,21.68,8.93,112.55,25.91,4.02,1.68,7.65,47.7,61.52,73.49,60.57,13.16,16.17,36.83,20.52
355,Chapati with Curry,Lunch,Veg,415,83.34,2.37,8.02,6.57,298.86,81.13,3.29,0.48,51.77,29.05,61.44,7.23,49.87,6.99,10.16,31.48,73.06
356,Chapati with Curry,Lunch,Veg,117,0.0,3.15,16.33,11.64,120.96,53.11,0.59,3.74,60.95,29.41,13.32,85.93,39.61,21.82,88.47,7.0,54.06
357,Vegetable Biryani,Lunch,Veg,209,0.0,33.09,17.67,1.94,28.23,71.47,6.42,1.27,54.66,73.44,5.06,15.18,81.84,19.55,18.5,16.27,78.31
358,Rice and Dal,Lunch,Veg,302,41.3,17.75,7.31,13.79,100.75,60.67,7.03,3.02,50.07,24.12,3.24,70.86,80.57,33.7,78.55,2.94,9.47
359,Rice and Dal,Lunch,Veg,351,24.64,21.87,18.33,13.7,259.02,27.71,6.02,3.98,46.35,54.13,17.09,45.37,68.89,47.16,45.28,23.32,26.63
360,Curd Rice,Lunch,Veg,95,0.0,19.77,20.36,8.56,146.11,114.53,2.37,4.38,20.27,33.5,37.7,23.54,13.16,19.63,83.03,74.41,84.49
361,Grilled Chicken,Lunch,Non-Veg,384,52.17,15.97,12.38,1.15,198.55,20.11,4.35,4.3,54.46,30.14,20.52,16.99,66.63,44.59,3.43,36.05,86.37
362,Paneer Curry,Dinner,Veg,390,45.84,18.92,14.55,13.26,84.37,102.96,1.71,3.84,28.63,72.89,87.62,1.4,77.7,5.86,62.22,33.79,56.9
363,Vegetable Soup,Dinner,Veg,288,47.48,18.98,2.46,3.5,183.9,26.36,2.53,0.75,29.56,52.74,31.89,16.3,55.38,89.42,33.97,57.2,25.7
364,Rice and Dal,Lunch,Veg,163,0.0,12.35,24.67,7.93,183.56,32.81,3.21,4.36,80.81,3.13,53.49,15.66,87.75,7.7,87.3,68.02,10.38
365,Fruit Salad,Breakfast,Veg,377,40.21,6.61,21.08,13.62,72.2,64.86,1.04,4.02,20.03,34.31,49.41,22.34,56.66,87.94,20.48,22.31,17.85
366,Oats Porridge,Breakfast,Veg,144,0.0,32.52,7.04,14.93,248.58,108.78,2.57,1.07,19.46,37.65,8.65,24.92,65.1,43.75,1.77,7.67,2.31
367,Egg Omelette,Dinner,Non-Veg,202,3.23,32.4,6.61,6.88,252.01,56.16,7.32,2.49,46.83,7.78,3.19,29.64,42.18,40.48,1.57,30.0,37.84
368,Vegetable Upma,Breakfast,Veg,107,0.0,32.82,10.93,14.91,114.87,19.53,3.66,1.06,41.97,22.96,11.46,47.15,20.31,24.36,80.73,79.17,5.2
369,Fruit Salad,Breakfast,Veg,264,29.15,17.86,8.44,4.24,261.27,116.27,1.09,3.36,18.25,88.82,26.9,22.25,58.36,29.41,81.9,27.96,28.85
370,Paneer Curry,Dinner,Veg,216,0.0,14.89,24.16,11.69,331.16,51.87,4.5,4.09,41.57,46.39,52.86,20.77,64.69,55.92,45.86,66.02,7.31
371,Rice and Dal,Lunch,Veg,138,0.0,20.01,14.08,14.68,100.3,49.94,3.02,2.36,60.79,52.8,48.84,70.39,68.97,70.41,71.51,16.18,82.03
372,Grilled Chicken,Lunch,Non-Veg,336,43.94,8.22,14.15,4.46,181.17,86.88,6.15,1.2,76.51,28.91,70.17,52.77,89.75,16.58,76.12,16.74,81.08
373,Vegetable Upma,Breakfast,Veg,142,0.0,28.18,23.91,10.62,117.2,76.93,2.48,3.02,82.22,4.38,22.98,69.24,60.59,12.6,33.63,24.48,82.98
374,Idli,Breakfast,Veg,245,0.0,6.87,24.51,4.34,131.79,47.55,7.76,0.43,63.4,81.37,8.13,78.21,66.57,68.22,85.34,62.68,81.21
375,Vegetable Biryani,Lunch,Veg,202,0.0,28.71,24.48,14.69,52.13,95.59,4.67,2.72,25.33,54.82,0.97,32.82,65.67,67.18,35.14,13.08,48.28
376,Vegetable Biryani,Lunch,Veg,162,17.28,15.77,3.31,14.71,132.7,64.56,4.62,2.67,72.64,19.61,23.46,33.86,68.46,1.62,69.37,55.8,78.0
377,Fish Curry,Dinner,Non-Veg,187,19.46,3.69,10.49,6.44,184.98,96.14,7.3,3.82,10.73,43.26,27.48,22.0,56.05,51.38,63.2,19.49,55.75
378,Chapati with Curry,Lunch,Veg,81,7.59,7.53,2.28,11.05,21.42,27.37,4.99,0.62,28.97,25.77,81.61,56.17,29.47,76.71,27.08,46.37,23.09
379,Vegetable Khichdi,Dinner,Veg,342,35.39,15.26,15.49,6.7,109.04,18.22,7.42,3.01,87.0,22.25,62.62,61.61,4.55,56.7,23.52,39.87,51.11
380,Chapati with Curry,Lunch,Veg,113,0.0,23.77,6.04,2.19,270.68,85.95,6.4,3.26,3.41,33.74,27.63,65.87,28.85,41.15,13.02,45.32,17.51
381,Oats Porridge,Breakfast,Veg,111,0.0,9.01,17.5,3.81,211.55,84.39,7.41,2.84,61.96,39.59,82.53,81.62,81.31,55.22,13.81,61.24,31.55
382,Chapati with Curry,Lunch,Veg,124,0.0,8.49,18.92,6.35,191.02,74.86,1.86,3.63,48.86,9.05,45.29,42.3,41.02,38.27,69.09,74.68,25.5
383,Fish Curry,Dinner,Non-Veg,428,83.14,21.32,1.13,9.81,199.52,31.24,4.45,4.65,63.75,19.78,49.57,32.96,34.12,61.63,32.25,5.44,85.38
384,Vegetable Biryani,Lunch,Veg,136,0.0,11.21,14.3,11.67,51.37,16.84,4.2,4.84,14.1,19.73,6.41,33.77,52.36,67.7,47.23,53.23,21.05
385,Vegetable Soup,Dinner,Veg,437,57.08,27.76,10.85,6.57,54.33,48.74,4.19,3.98,70.37,16.59,0.72,19.07,61.22,74.94,18.52,67.05,24.27
386,Curd Rice,Lunch,Veg,172,0.0,34.85,23.69,6.0,176.85,83.32,3.92,3.27,22.1,11.64,74.99,84.03,50.06,67.99,88.57,83.56,48.43
387,Dosa,Breakfast,Veg,191,11.27,19.51,7.54,10.01,177.32,70.62,4.46,2.28,54.52,42.98,27.65,55.41,45.96,20.87,30.94,79.36,50.66
388,Vegetable Upma,Breakfast,Veg,307,10.68,25.32,18.11,2.73,75.34,70.89,6.43,3.5,45.13,73.09,52.27,53.53,35.04,5.14,36.71,60.51,16.43
389,Idli,Breakfast,Veg,401,56.66,15.26,12.59,6.15,221.44,22.25,3.61,2.72,85.84,0.35,49.25,56.58,61.58,73.26,14.3,32.81,30.23
390,Vegetable Khichdi,Dinner,Veg,424,55.01,19.45,14.02,1.38,252.55,106.46,6.39,1.66,86.87,18.59,10.43,62.4,9.58,21.36,50.02,32.43,73.12
391,Curd Rice,Lunch,Veg,121,0.0,18.71,24.24,8.79,329.17,54.62,6.07,3.82,5.25,12.21,87.97,59.01,20.12,41.67,70.41,8.72,59.24
392,Egg Omelette,Dinner,Non-Veg,300,46.3,4.6,10.71,14.71,117.27,51.81,4.09,2.44,76.38,12.51,15.15,46.94,57.29,87.54,6.19,10.66,32.67
393,Rice and Dal,Lunch,Veg,281,20.97,19.65,13.17,11.49,264.76,29.31,4.81,3.25,5.52,58.43,63.11,65.72,8.33,25.9,75.41,7.46,82.6
394,Grilled Chicken,Lunch,Non-Veg,307,28.77,8.33,17.62,5.08,331.29,85.68,4.17,0.76,86.42,86.63,76.72,60.94,6.31,14.2,36.59,85.33,83.53
395,Grilled Chicken,Lunch,Non-Veg,449,77.5,2.21,14.46,10.05,102.83,89.46,4.76,1.01,45.24,84.5,27.4,39.36,1.42,6.16,8.1,34.28,47.92
396,Idli,Breakfast,Veg,410,76.32,20.89,2.35,14.86,20.93,30.34,6.42,4.04,54.89,22.48,69.04,49.02,1.3,73.7,69.74,4.59,5.93
397,Vegetable Soup,Dinner,Veg,432,64.06,17.95,11.55,1.15,36.96,88.55,2.07,4.84,79.01,18.47,39.33,27.43,11.37,81.12,32.83,33.47,76.66
398,Idli,Breakfast,Veg,337,34.42,18.94,13.73,8.24,332.3,101.75,3.86,1.88,16.6,67.95,15.94,50.62,23.73,38.3,51.36,64.12,41.93
399,Vegetable Khichdi,Dinner,Veg,263,0.0,17.09,23.89,13.3,113.03,21.69,2.57,4.52,15.09,80.23,0.21,22.64,7.59,88.34,34.24,70.37,46.01
400,Egg Omelette,Dinner,Non-Veg,350,9.49,27.09,22.63,2.1,262.48,41.3,4.26,1.09,25.51,73.64,88.74,6.88,30.16,30.64,71.71,81.14,29.08
401,Vegetable Upma,Breakfast,Veg,207,0.0,7.76,23.68,12.54,85.69,42.05,3.11,2.57,30.83,14.26,25.47,57.06,43.61,2.11,43.58,77.4,14.01
402,Egg Omelette,Dinner,Non-Veg,286,16.97,18.89,15.84,11.29,147.37,45.36,1.14,2.98,19.46,14.49,21.61,80.79,61.67,1.26,26.16,8.95,48.77
403,Rice and Dal,Lunch,Veg,294,7.44,27.54,17.12,7.51,348.13,112.03,5.67,2.85,10.34,81.76,40.58,87.75,26.04,6.55,26.83,13.88,62.62
404,Vegetable Upma,Breakfast,Veg,129,0.0,32.51,12.32,6.31,118.18,47.48,3.24,3.98,15.44,25.39,29.58,52.73,28.71,78.2,59.11,8.89,20.9
405,Vegetable Upma,Breakfast,Veg,192,17.39,21.97,3.84,8.56,224.73,110.84,0.81,3.65,63.08,44.19,51.09,67.64,59.09,25.96,79.62,27.82,50.5
406,Rice and Dal,Lunch,Veg,184,18.38,24.74,1.28,1.01,254.47,43.11,2.62,2.88,16.46,45.95,16.08,12.34,9.39,51.85,29.17,66.79,58.33
407,Vegetable Soup,Dinner,Veg,361,52.99,10.42,11.93,13.05,132.59,92.58,1.17,0.42,0.94,64.37,75.07,84.87,83.34,38.15,64.69,10.08,47.03
408,Grilled Chicken,Lunch,Non-Veg,416,41.89,11.33,22.57,11.71,256.48,22.45,1.81,1.25,88.13,60.26,11.6,11.93,82.01,48.4,81.02,74.92,20.1
409,Idli,Breakfast,Veg,251,0.0,33.9,21.6,10.81,127.7,76.84,4.25,4.63,25.31,17.36,43.41,3.45,68.31,86.35,10.06,84.84,59.06
410,Paneer Curry,Dinner,Veg,350,27.14,5.32,24.46,5.36,207.1,31.24,4.85,1.91,80.11,13.72,30.85,32.5,6.91,87.53,11.13,53.99,78.59
411,Vegetable Biryani,Lunch,Veg,335,59.79,10.12,6.15,7.7,306.83,58.77,5.01,1.95,38.14,87.74,31.52,32.43,34.85,6.56,63.1,56.72,48.25
412,Idli,Breakfast,Veg,365,67.92,17.59,2.55,10.21,101.84,56.99,2.16,3.37,28.3,0.9,22.49,14.87,74.37,7.07,5.29,60.04,66.58
413,Paneer Curry,Dinner,Veg,426,91.68,5.3,4.23,5.18,138.71,68.42,3.27,4.02,88.81,37.5,33.94,43.11,27.93,31.1,25.29,44.1,19.9
414,Dosa,Breakfast,Veg,329,28.17,5.86,21.43,8.14,287.39,104.77,1.6,4.12,35.05,64.19,26.6,18.32,3.03,23.71,15.69,19.58,52.64
415,Grilled Chicken,Lunch,Non-Veg,193,0.0,8.47,23.92,4.83,55.14,119.67,2.58,4.63,19.72,10.03,6.15,21.54,18.48,20.69,86.12,75.44,85.61
416,Curd Rice,Lunch,Veg,417,40.71,31.97,14.03,12.42,165.01,26.15,3.61,1.87,57.31,84.12,61.01,65.3,43.34,62.56,22.23,32.39,69.8
417,Fruit Salad,Breakfast,Veg,89,0.0,9.86,22.23,11.57,161.4,51.19,5.63,4.55,40.8,38.98,0.34,39.92,84.3,44.85,51.68,74.66,41.43
418,Fruit Salad,Breakfast,Veg,366,51.08,34.14,2.79,14.54,321.75,92.28,1.88,3.05,27.45,63.64,79.33,23.5,86.02,72.33,14.73,86.62,7.22
419,Paneer Curry,Dinner,Veg,309,7.14,33.86,16.11,3.01,292.66,38.3,6.74,0.86,37.61,37.46,52.12,68.69,19.1,88.79,42.13,57.63,78.56
420,Rice and Dal,Lunch,Veg,262,2.16,24.78,17.14,12.77,257.89,101.86,5.18,1.16,78.87,62.52,16.03,23.08,56.62,53.41,13.67,89.27,6.73
421,Vegetable Upma,Breakfast,Veg,210,0.0,22.08,20.66,8.65,137.36,30.65,2.89,1.28,35.28,29.98,58.77,4.48,87.36,16.29,19.84,62.14,43.83
422,Egg Omelette,Dinner,Non-Veg,121,0.0,15.9,17.05,3.19,207.24,108.97,1.58,0.42,11.88,70.37,60.1,63.13,9.41,23.39,13.38,16.04,67.29
423,Idli,Breakfast,Veg,240,7.42,25.8,11.9,1.41,286.88,106.72,4.31,1.78,5.45,71.5,18.61,69.29,67.01,22.84,37.75,66.11,1.28
424,Paneer Curry,Dinner,Veg,257,0.0,20.56,22.6,2.38,276.49,14.15,6.78,0.73,32.47,82.32,72.43,18.65,69.87,24.99,85.6,39.88,0.35
425,Curd Rice,Lunch,Veg,133,0.0,28.29,14.27,12.7,304.47,64.4,2.49,3.19,27.55,26.44,89.74,68.34,61.82,42.91,19.26,21.68,68.66
426,Curd Rice,Lunch,Veg,269,22.83,22.33,9.82,10.11,77.87,85.29,1.9,3.74,30.05,63.01,46.65,50.97,76.47,81.21,50.1,51.22,77.14
427,Egg Omelette,Dinner,Non-Veg,136,0.0,32.37,1.46,5.32,346.02,17.32,0.75,0.37,13.82,19.42,57.77,16.17,21.64,69.45,59.03,75.65,24.47
428,Fish Curry,Dinner,Non-Veg,287,52.66,13.58,2.45,13.99,298.95,15.65,4.25,4.62,71.57,31.93,53.87,86.44,23.74,38.0,86.17,25.21,31.73
429,Vegetable Upma,Breakfast,Veg,114,0.0,29.93,6.6,8.16,185.72,96.13,2.64,2.03,76.25,66.35,69.65,32.06,7.87,13.5,45.35,49.08,19.68
430,Idli,Breakfast,Veg,349,34.57,12.81,17.72,6.59,91.34,71.9,4.52,4.77,23.28,35.69,40.63,15.16,31.75,70.13,10.98,63.0,20.12
431,Fish Curry,Dinner,Non-Veg,379,24.35,28.35,18.69,13.13,93.55,106.78,6.29,3.52,18.42,1.95,65.69,14.41,83.15,2.93,43.67,87.06,25.63
432,Vegetable Soup,Dinner,Veg,140,3.72,28.89,1.06,1.01,64.93,118.14,4.57,3.24,35.71,41.48,68.51,57.66,33.91,4.83,76.17,14.01,42.66
433,Vegetable Soup,Dinner,Veg,310,32.41,6.07,17.34,1.57,116.58,83.0,6.0,0.59,55.72,6.45,58.81,19.77,58.44,7.46,21.2,66.87,28.12
434,Vegetable Soup,Dinner,Veg,104,0.0,24.25,23.67,12.57,155.68,30.23,5.58,4.43,81.08,11.75,41.54,6.87,39.72,4.14,64.2,30.84,29.73
435,Vegetable Upma,Breakfast,Veg,82,0.0,31.4,15.41,5.1,139.03,40.15,1.47,4.19,43.39,26.39,68.52,56.03,25.62,66.52,80.16,19.41,51.52
436,Vegetable Upma,Breakfast,Veg,115,6.27,14.63,3.49,5.55,247.71,46.62,2.05,2.09,35.39,4.73,67.57,72.56,20.12,45.3,85.59,24.07,43.69
437,Fish Curry,Dinner,Non-Veg,110,0.0,4.58,18.25,4.26,345.03,57.19,0.52,3.68,65.98,85.2,87.41,70.08,14.12,47.22,3.94,1.08,25.59
438,Vegetable Soup,Dinner,Veg,93,0.0,8.58,17.53,6.48,250.08,89.09,7.54,1.48,73.32,47.72,24.18,49.54,35.29,29.51,13.11,19.15,48.76
439,Dosa,Breakfast,Veg,120,0.0,26.65,16.06,11.8,224.55,84.32,2.15,0.71,83.71,7.94,64.55,55.11,82.26,56.39,8.48,23.66,77.02
440,Idli,Breakfast,Veg,410,58.13,27.61,7.45,3.1,326.33,109.07,7.82,2.83,12.33,47.72,11.11,23.69,74.22,64.39,86.94,13.73,39.94
441,Vegetable Khichdi,Dinner,Veg,259,18.06,17.57,12.94,8.4,155.34,36.25,3.47,0.41,61.95,32.08,31.45,73.16,10.88,23.5,46.61,74.0,65.36
442,Grilled Chicken,Lunch,Non-Veg,269,28.22,12.46,11.81,1.92,25.19,33.38,7.09,1.88,7.48,4.85,16.09,36.28,34.76,14.85,12.58,7.76,70.03
443,Rice and Dal,Lunch,Veg,280,10.08,13.41,20.67,4.42,248.94,83.33,3.72,1.53,80.5,76.54,12.94,21.34,88.45,17.3,66.23,81.85,35.34
444,Egg Omelette,Dinner,Non-Veg,205,21.07,16.97,5.87,10.35,51.09,32.86,5.87,1.38,26.65,30.24,40.8,13.09,4.44,46.04,70.06,53.75,79.66
445,Idli,Breakfast,Veg,237,0.0,14.81,22.94,3.49,244.83,37.93,2.54,3.77,36.45,66.22,76.73,5.78,37.23,42.03,49.66,23.98,17.26
446,Idli,Breakfast,Veg,356,78.39,7.84,1.23,11.51,273.83,101.26,1.68,0.5,26.26,89.66,65.11,27.52,53.5,55.74,43.2,60.19,77.14
447,Paneer Curry,Dinner,Veg,254,34.9,7.2,9.51,12.98,344.31,22.1,5.4,2.63,63.61,0.9,45.62,49.07,82.81,76.88,22.43,82.44,68.12
448,Rice and Dal,Lunch,Veg,216,23.36,22.25,3.73,10.13,240.86,44.99,4.35,4.49,20.25,82.36,49.36,13.69,10.87,39.52,74.69,28.77,3.3
449,Egg Omelette,Dinner,Non-Veg,321,9.23,25.73,20.13,1.9,279.93,104.68,6.72,0.77,29.62,78.74,23.17,39.2,30.57,86.17,31.82,2.89,58.39
450,Paneer Curry,Dinner,Veg,127,0.0,18.41,16.81,3.35,34.01,22.94,5.23,3.02,23.23,66.0,41.7,52.38,5.1,30.9,35.64,32.72,49.56
451,Curd Rice,Lunch,Veg,334,31.51,15.43,16.25,2.06,269.96,42.45,0.96,1.25,8.17,23.23,7.18,12.65,4.89,85.09,15.16,52.36,19.22
452,Rice and Dal,Lunch,Veg,278,0.0,26.0,21.91,7.23,21.79,29.1,7.53,0.83,47.99,83.07,79.09,35.65,15.43,82.94,6.58,59.73,67.86
453,Idli,Breakfast,Veg,413,58.47,6.19,17.15,3.85,238.28,10.15,2.55,4.96,50.42,7.61,85.93,50.86,31.66,27.15,20.37,13.81,2.04
454,Vegetable Soup,Dinner,Veg,314,24.83,6.49,20.97,4.66,158.64,49.05,3.75,4.73,77.19,82.29,59.25,18.09,81.66,71.11,7.84,56.98,89.49
455,Oats Porridge,Breakfast,Veg,411,92.07,2.87,3.47,2.79,84.41,45.23,0.65,1.69,41.96,2.91,59.36,17.56,77.53,44.01,81.54,79.99,2.09
456,Curd Rice,Lunch,Veg,112,0.0,34.89,10.68,13.81,67.89,113.19,7.45,1.87,51.02,18.76,78.68,53.53,54.7,59.64,67.11,41.08,66.16
457,Curd Rice,Lunch,Veg,114,0.0,4.31,15.62,3.15,123.16,39.56,3.8,3.44,23.46,21.98,68.45,63.2,49.12,44.42,16.84,44.94,83.15
458,Oats Porridge,Breakfast,Veg,424,54.77,27.54,10.53,14.67,285.56,57.49,4.54,4.64,89.07,73.62,55.38,29.58,16.48,83.08,65.45,87.07,60.55
459,Egg Omelette,Dinner,Non-Veg,325,30.36,9.15,18.55,10.68,286.37,16.23,3.64,3.34,26.7,31.74,86.27,0.25,6.11,11.9,36.21,47.06,74.87
